TOKEN_ID,TOKEN_NAME,Species,Location,Muscles,Armour,Helmet,Trim,Helmet Glow,Body Glow,Katanas,Katana Left,Katana Right,Robes,Shoulder Robe Right,Rare Equipment #1,Rare Equipment #2,Rare Equipment #3,Kunais,Kunai Left,Kunai Right,Shoulder Robe Left,Special Ability #1,Crossbow,Jetpack,Zweihanders,Zweihander Left,Glitchcloak,Special Ability #2,Shield,Speed,Stamina,Craftsmanship,Defence,Stealth,Leadership,Communication,Weapon Skill,Attack,Charge,Toughness,Health,Range,Damage,Intelligence,Freewill,Psychic,Magic,Battle Score,Medi Kits,Special Ability #3,Hood,Shadow Blades,Shadow Blade Right,Spears,Spear Left,Swiftcloak,Spear Right,Zweihander Right,Special Ability #4,Special Ability #5,Special Ability #6,Special Ability #7,Shadow Blade Left
6556,Nahra,Civil,Workshop,White,Black,Grey,Grey,,Purple,Single,,Rusty,,,,,,,,,,Artisan,,,,,,Herd immunity,,65.0,64.0,114.0,37.0,43.0,5.0,100.0,48.0,45.0,41.0,31.0,61.0,31.0,41.0,85.0,85.0,0.0,0.0,50.0,Right,,,,,,,,,,,,,,
6557,Cosmic,Civil,Workshop,Yellow,Yellow,Grey,,,,Dual,Rusty,Rusty,,,,,,,,,,Herd immunity,,,,,,,,71.0,66.0,94.0,33.0,47.0,-9.0,100.0,45.0,47.0,41.0,30.0,56.0,31.0,42.0,85.0,85.0,0.0,0.0,48.0,Left,,,,,,,,,,,,,,
6558,Steefel,Construction,Construction Site,Amber,Grey,Grey,Rust,,,,,,,,,,,,,,,Brickie,,Equipped,,,,Healer,,80.0,61.0,98.0,34.0,51.0,-5.0,100.0,44.0,44.0,48.0,39.0,69.0,43.0,40.0,85.0,85.0,0.0,0.0,51.0,Left,,,,,,,,,,,,,,
6559,Paris,Sand,Desert,Tan,Desert Camo,Desert Camo,Desert Camo,Orange,Blue,,,,Single,,,,,Single,Black Tip Kunai,,Nylon Fabric Black Worn,Assassin,,,,,,Shadow born,,74.0,59.0,65.0,66.0,69.0,71.0,100.0,70.0,71.0,53.0,59.0,59.0,57.0,67.0,85.0,85.0,0.0,0.0,62.0,,,Nylon Fabric Black Worn,,,Single,,,Orange,,,,,,
6560,Davila,Construction,Crane Sunset,Rust,Amber,Grey,Grey,Yellow,Yellow,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Healer,,77.0,66.0,105.0,33.0,45.0,5.0,100.0,42.0,48.0,72.0,40.0,82.0,39.0,40.0,80.0,85.0,0.0,0.0,53.0,Dual,Mortal faith,,,,,,,,,Jetburst,,,,
6561,Waelon,Construction,Construction Site,Grey,Amber,Grey,Amber,Orange,Orange,,,,,,,,,,,,,Herd immunity,,,,,,,,62.0,61.0,101.0,35.0,40.0,5.0,100.0,44.0,43.0,42.0,41.0,62.0,31.0,40.0,85.0,85.0,0.0,0.0,49.0,Right,,,,,,,,,,,,,,
6562,Alf,Construction,Crane Sunset,Rust,Grey,Grey,Amber,Yellow,Yellow,,,,,,,,,,,,,Artisan,,Equipped,,,,Brickie,,80.0,61.0,122.0,29.0,46.0,-1.0,100.0,41.0,44.0,56.0,29.0,54.0,43.0,40.0,80.0,85.0,0.0,0.0,51.0,Dual,Mortal faith,,,,,,,,,,,,,
6563,Laquita,Snow,Arctic,Carbon Grey,White,Snow Camo,Glossy White,Orange,Orange,Dual,Plasma Yellow,Plasma Yellow,Full,Mesh Maroon,,,,Single,,Black Tip Kunai,Mesh Maroon,Plasma burn,,,,,,Shadow born,,84.0,75.0,66.0,71.0,53.0,79.0,100.0,74.0,67.0,56.0,58.0,57.0,68.0,76.0,85.0,85.0,0.0,0.0,64.0,,,Mesh Maroon,,,,,,,,,,,,
6564,Janah,Construction,Construction Site,Grey,Rust,Rust,Amber,Yellow,,,,,,,,,,,,,,Mortal faith,,Equipped,,,,Starkware,,80.0,61.0,99.0,24.0,50.0,-7.0,100.0,35.0,43.0,75.0,32.0,53.0,48.0,40.0,80.0,85.0,0.0,0.0,50.0,Dual,Jetburst,,,,,,,,,,,,,
6565,Oda,Logistics,Warehouse,Grey,Rust,Orange,,,,,,,,,,,,,,,,,,Equipped,,,,,,78.0,55.0,85.0,25.0,51.0,-12.0,100.0,25.0,42.0,43.0,27.0,38.0,43.0,35.0,85.0,85.0,0.0,0.0,45.0,Left,,,,,,,,,,,,,,
6566,Akshara,Sand,Desert,Amber,Desert Camo,Tan,Tan,Blue,Orange,Single,Plasma Orange,,Full,Nylon Fabric Black Worn,,,,Single,,Black Tip Kunai,Nylon Fabric Black Worn,Plasma burn,,,,,,Circus knives,,74.0,67.0,67.0,70.0,64.0,79.0,100.0,77.0,74.0,56.0,58.0,57.0,67.0,77.0,85.0,85.0,0.0,0.0,64.0,,Shadow born,Nylon Fabric Black Worn,,,Single,,,Orange,,,,,,
6567,Anyetei,Hunter,Abandoned Building,Glossy Black,Red,Glossy Black,Carbon Black,,,,,,,,,,,Single,,EMP Kunai,,Conceled,,,,,,,,98.0,77.0,60.0,81.0,105.0,73.0,100.0,84.0,76.0,55.0,56.0,57.0,69.0,78.0,85.0,85.0,0.0,0.0,69.0,,,Mesh Black,Dual,Equipped,,,,,,,,,,Equipped
6568,Audrey,Hunter,Cave,Fire,Silver,Carbon Black,Silver,Red,Red,Single,,Plasma Blue,,,,,,,,,,Blazed,Equipped,,,,Equipped,,,92.0,67.0,60.0,78.0,70.0,94.0,100.0,91.0,82.0,53.0,73.0,68.0,84.0,72.0,85.0,85.0,0.0,17.0,71.0,,,,,,Single,Red,,,,,,,,
6569,Pitto,Snow,Arctic,White,White,White,Glossy White,Blue,Green,Dual,Plasma Blue,Plasma Blue,,,,,,Single,,Black Tip Kunai,,Circus knives,Equipped,,,,,,Equipped,80.0,70.0,67.0,67.0,45.0,59.0,100.0,72.0,70.0,54.0,51.0,60.0,65.0,72.0,85.0,85.0,0.0,0.0,61.0,,,,,,,,,,,,,,,
6570,Icard,Snow,Arctic,Carbon Grey,White,Snow Camo,Snow Camo,Orange,Orange,Single,Plasma Blue,,Full,Mesh Maroon,,,,Dual,Black Tip Kunai,Black Tip Kunai,Mesh Maroon,Plasma burn,,,,,,Circus knives,,75.0,66.0,66.0,73.0,52.0,80.0,100.0,80.0,77.0,56.0,58.0,57.0,89.0,83.0,85.0,85.0,0.0,0.0,66.0,,Shadow born,Mesh Maroon,,,Single,,,Yellow,,,,,,
6571,Sargon,Snow,Arctic,Glossy White,Snow Camo,Glossy White,White,Blue,Yellow,,,,,,,,,Single,,Black Tip Kunai,,Circus knives,Equipped,,,,,,,67.0,61.0,62.0,64.0,50.0,66.0,100.0,69.0,67.0,46.0,60.0,60.0,67.0,62.0,85.0,85.0,0.0,0.0,60.0,,,Mesh Maroon,,,,,,,,,,,,
6572,Paikei,Construction,Crane Sunset,Rust,Amber,Amber,Amber,Yellow,Orange,,,,,,,,,,,,,,,,,,,,,60.0,56.0,90.0,36.0,41.0,7.0,100.0,48.0,45.0,42.0,44.0,51.0,35.0,40.0,85.0,85.0,0.0,0.0,48.0,,,,,,,,,,,,,,,
6573,Sinder,Police,Urban,Black,Carbon Grey,Carbon Grey,,Blue,,Single,,Shiny,,,,,,,,,,Blind charge,,,,,,Healer,Equipped,78.0,56.0,72.0,60.0,44.0,44.0,100.0,53.0,54.0,55.0,50.0,84.0,34.0,44.0,85.0,85.0,0.0,0.0,55.0,Dual,,,,,,,,,,,,,,
6574,Quill,Hunter,Cave,Silver,Urban Camo,Urban Camo,Urban Camo,Red,Red,,,,Full,Mesh Black,,,,Single,Black Tip Kunai,,Mesh Black,Stalker,Equipped,,,,,Dead eye,,77.0,61.0,60.0,70.0,105.0,99.0,100.0,87.0,77.0,49.0,66.0,68.0,89.0,67.0,85.0,85.0,0.0,0.0,69.0,,Fools silver,Mesh Black,,,,,,,,,,,,
6575,Cleven,Construction,Crane Sunset,Amber,Rust,Amber,Grey,Orange,Yellow,,,,,,,,,,,,,,,,,,,,,60.0,56.0,90.0,37.0,40.0,8.0,100.0,48.0,45.0,42.0,45.0,52.0,35.0,40.0,85.0,85.0,0.0,0.0,48.0,,,,,,,,,,,,,,,
6576,Slide,Snow,Arctic,Glossy White,White,Snow Camo,Glossy White,Yellow,Yellow,Single,Plasma Blue,,,,,,,Single,Black Tip Kunai,,,Plasma burn,,,,,,Shadow born,,74.0,67.0,66.0,69.0,49.0,70.0,100.0,77.0,71.0,54.0,57.0,57.0,62.0,77.0,85.0,85.0,0.0,0.0,62.0,,,Mesh Maroon,,,Single,,,Pink,,,,,,
6577,Bilal,Citizen,Alley,Black,Black,Carbon Grey,Black,,Orange,Dual,Shiny,Rusty,,,,,,,,,,Bills kill,,,,,,,,67.0,63.0,67.0,50.0,50.0,27.0,100.0,62.0,58.0,43.0,47.0,51.0,37.0,43.0,85.0,85.0,0.0,0.0,52.0,,,,,,,,,,,,,,,
6578,Shakerra,Jungle,Jungle,Green,Carbon Black,Green,Carbon Black,Orange,Orange,Single,,Plasma Orange,Single,Mesh Swamp Green,,,,,,,,,Equipped,,,,,,,77.0,66.0,64.0,70.0,55.0,78.0,100.0,77.0,81.0,52.0,60.0,58.0,53.0,67.0,85.0,85.0,0.0,0.0,63.0,,,Mesh Swamp Green,,,Single,Green,,,,,,,,
6579,Sherron,Sand,Desert,Desert Camo,Desert Camo,Amber,Tan,Orange,Blue,,,,Full,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,Nylon Fabric Black Worn,Circus knives,Equipped,,,,,Shadow born,,67.0,60.0,64.0,68.0,72.0,77.0,100.0,72.0,69.0,50.0,63.0,63.0,64.0,62.0,85.0,85.0,0.0,0.0,62.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
6580,Gotti,Logistics,Warehouse,Rust,Rust,Rust,Rust,Orange,Orange,,,,,,,,,,,,,Healer,,,,,,Trust in rust,,59.0,50.0,90.0,22.0,43.0,-1.0,100.0,23.0,36.0,37.0,28.0,52.0,35.0,35.0,90.0,85.0,0.0,0.0,44.0,Left,,,,,,,,,,,,,,
6581,Yong,Sand,Desert,Amber,Desert Camo,Tan,Tan,Orange,Blue,Single,,Plasma Orange,Single,Nylon Fabric Black Worn,,,,Single,,Black Tip Kunai,,Plasma burn,,,,,,Shadow born,,75.0,67.0,67.0,67.0,61.0,71.0,100.0,70.0,62.0,52.0,58.0,57.0,51.0,71.0,85.0,85.0,0.0,0.0,61.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
6582,Thibeault,Logistics,Brutalist,Orange,Orange,Rust,Rust,Yellow,Yellow,,,,,,,,,,,,,,,,,,,,,59.0,50.0,86.0,35.0,39.0,7.0,100.0,30.0,46.0,37.0,38.0,47.0,35.0,35.0,85.0,85.0,0.0,0.0,45.0,Left,,,,,,,,,,,,,,
6583,Qualey,Logistics,Brutalist,Grey,Orange,Grey,Grey,Orange,Yellow,,,,,,,,,,,,,Artisan,,Equipped,,,,Starkware,,79.0,55.0,105.0,32.0,43.0,5.0,100.0,32.0,44.0,50.0,31.0,45.0,48.0,35.0,85.0,85.0,0.0,0.0,49.0,Left,,,,,,,,,,,,,,
6584,Pale,Citizen,Alley,Black,Grey,Carbon Grey,Urban Camo,Orange,,Dual,Rusty,Rusty,,,,,,,,,,,,,,,,,,66.0,62.0,78.0,49.0,45.0,24.0,100.0,48.0,49.0,42.0,44.0,60.0,35.0,42.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
6585,Zendle,Logistics,Brutalist,Orange,Orange,Grey,,Orange,Orange,,,,,,,,,,,,,Healer,,,,,,,,63.0,50.0,86.0,32.0,37.0,4.0,100.0,31.0,47.0,37.0,35.0,59.0,35.0,35.0,85.0,85.0,0.0,0.0,46.0,Left,,,,,,,,,,,,,,
6586,Prancer,Snow,Arctic,White,Snow Camo,Glossy White,White,Blue,Green,,,,,,,,,Single,,Black Tip Kunai,,Shadow born,,Equipped,,,,Starkware,,87.0,63.0,64.0,62.0,55.0,60.0,100.0,69.0,64.0,63.0,57.0,57.0,63.0,67.0,85.0,85.0,0.0,0.0,61.0,,,,,,Single,,,Yellow,,,,,,
6587,Megan,Logistics,Warehouse,Orange,Grey,Rust,Rust,,Yellow,,,,,,,,,,,,,Mortal faith,,Equipped,,,,Starkware,,79.0,55.0,87.0,30.0,48.0,-2.0,100.0,26.0,48.0,56.0,33.0,43.0,48.0,35.0,80.0,85.0,0.0,0.0,47.0,Left,,,,,,,,,,,,,,
6588,Dillon,Logistics,Warehouse,Goblin Green,Orange,Orange,Orange,Yellow,Orange,,,,,,,,,,,,,Healer,,,,,,Goblin gripes,,66.0,50.0,85.0,51.0,31.0,14.0,100.0,44.0,55.0,42.0,52.0,76.0,29.0,38.0,75.0,85.0,0.0,18.0,51.0,Left,,,,,,,,,,,,,,
6589,Tyree,Police,Urban,Dark Blue,Dark Blue,Blue Camo,Dark Blue,,Blue,Single,,Plasma Blue,,,,,,,,,,Artisan,,,,,,Healer,Equipped,70.0,65.0,85.0,76.0,45.0,55.0,100.0,67.0,62.0,52.0,51.0,94.0,36.0,47.0,85.0,85.0,0.0,0.0,60.0,Dual,,,,,,,,,,,,,,
6590,Kathia,Jungle,Jungle,Carbon Black,Army Camo,Glossy Black,Carbon Black,Orange,Blue,,,,Full,Mesh Swamp Green,,,,Single,,Black Tip Kunai,Mesh Swamp Green,,Equipped,,,,,,Equipped,68.0,58.0,62.0,76.0,61.0,77.0,100.0,78.0,82.0,53.0,63.0,71.0,57.0,68.0,85.0,85.0,0.0,0.0,64.0,,,,,,Single,,,Blue,,,,,,
6591,Adonica,Police,Urban,Blue Camo,Blue Camo,Blue Camo,Dark Blue,Blue,,Dual,Plasma Blue,Plasma Blue,,,,,,,,,,Artisan,,,,,,Plasma burn,Equipped,77.0,72.0,85.0,81.0,46.0,61.0,100.0,76.0,73.0,63.0,55.0,100.0,43.0,57.0,85.0,85.0,0.0,0.0,64.0,Dual,Healer,,,,,,,,,,,,,
6592,Hightower,Snow,Arctic,Glossy White,Snow Camo,Glossy White,Snow Camo,Orange,Green,Single,Plasma Pink,,Single,Mesh Maroon,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Assassin,Equipped,Equipped,,,,Circus knives,Equipped,93.0,70.0,64.0,80.0,63.0,74.0,100.0,89.0,94.0,81.0,62.0,71.0,98.0,79.0,85.0,85.0,0.0,0.0,72.0,,Shadow born,,,,Single,,,Pink,,Jetburst,,,,
6593,Janine,Construction,Crane Sunset,Rust,Amber,Grey,,Orange,Yellow,,,,,,,,,,,,,Brickie,,Equipped,,,,Jetburst,,84.0,61.0,105.0,25.0,45.0,2.0,100.0,45.0,43.0,65.0,35.0,54.0,43.0,40.0,90.0,85.0,0.0,0.0,51.0,Dual,Trust in rust,,,,,,,,,,,,,
6594,Teja,Zen,Lake,Carbon Black,Gold,Gold,Gold,Red,White,,,,,,,,,,,,,Second wind,,,,,,Enabler,,92.0,81.0,60.0,86.0,39.0,107.0,97.0,94.0,85.0,54.0,78.0,75.0,70.0,77.0,85.0,85.0,0.0,0.0,70.0,,,,,,Dual,Red,Equipped,White,,,,,,
6595,Nistor,Citizen,Alley,Carbon Grey,Black,Urban Camo,Carbon Grey,Orange,,Single,,Shiny,,,,,,,,,,,,,,,,,,67.0,61.0,70.0,54.0,49.0,34.0,100.0,54.0,53.0,46.0,53.0,62.0,35.0,42.0,85.0,85.0,0.0,0.0,53.0,Right,,,,,,,,,,,,,,
6596,Rifkind,Jungle,Jungle,Carbon Black,Army Camo,Green,Green,Yellow,Green,,,,Single,Mesh Swamp Green,,,,Single,Black Tip Kunai,,,Circus knives,,,,,,,,70.0,60.0,65.0,66.0,54.0,70.0,100.0,66.0,76.0,47.0,60.0,59.0,52.0,61.0,85.0,85.0,0.0,0.0,60.0,,,Mesh Swamp Green,,,,,,,,,,,,
6597,Guzik,Construction,Crane Sunset,Hybrid PVD Coating,Hybrid PVD Coating,Hybrid PVD Coating,Platinum,Green,Orange,,,,Full,Mesh Swamp Green,,,,,,,Mesh Swamp Green,Lubed up,,,,,,,,63.0,62.0,84.0,64.0,16.0,55.0,100.0,85.0,97.0,49.0,67.0,75.0,47.0,52.0,85.0,85.0,0.0,25.0,62.0,,,Mesh Swamp Green,,,Dual,Green,,Orange,,,,,,
6598,Honey,Police,Urban,Blue Camo,Black,Carbon Grey,Carbon Grey,Blue,,Dual,Plasma Blue,Plasma Blue,,,,,,,,,,Herd immunity,,,,,,,Equipped,81.0,77.0,76.0,75.0,42.0,57.0,100.0,65.0,67.0,56.0,53.0,86.0,34.0,52.0,85.0,85.0,0.0,0.0,61.0,Dual,,,,,,,,,,,,,,
6599,Apply,Jungle,Jungle,Green,Glossy Black,Glossy Black,Army Camo,Blue,Blue,,,,Single,Mesh Swamp Green,,,,Single,Black Tip Kunai,,,Blind charge,Equipped,,,,,Dead eye,Equipped,71.0,55.0,60.0,72.0,61.0,67.0,100.0,78.0,73.0,55.0,65.0,68.0,60.0,62.0,85.0,85.0,0.0,0.0,62.0,,Shadow born,,,,,,,,,,,,,
6600,Aithne,Civil,Temple Ruins,Yellow,Grey,Black,White,,Yellow,,,,,,,,,,,,,Healer,,,,,,,,61.0,57.0,94.0,36.0,42.0,3.0,100.0,41.0,43.0,40.0,36.0,68.0,35.0,40.0,85.0,85.0,0.0,0.0,48.0,Right,,,,,,,,,,,,,,
6601,Chauncey,Citizen,Alley,Black,Carbon Grey,Urban Camo,Urban Camo,Orange,,,,,,,,,,,,,,Artisan,,,,,,Healer,,63.0,58.0,90.0,54.0,47.0,32.0,100.0,55.0,50.0,44.0,46.0,81.0,35.0,40.0,85.0,85.0,0.0,0.0,54.0,Dual,,,,,,,,,,,,,,
6602,Marlene,Civil,Workshop,Grey,White,Yellow,Black,Purple,Purple,,,,,,,,,,,,,Artisan,,,,,,Healer,,61.0,57.0,113.0,39.0,43.0,14.0,100.0,45.0,43.0,41.0,31.0,73.0,35.0,40.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
6603,Linsey,Citizen,Alley,Black,Grey,Grey,Black,Orange,,Single,,Shiny,,,,,,,,,,Artisan,,,,,,Herd immunity,,66.0,66.0,99.0,50.0,49.0,23.0,100.0,59.0,52.0,42.0,36.0,80.0,33.0,42.0,85.0,85.0,0.0,0.0,54.0,Dual,Bills kill,,,,,,,,,Healer,,,,
6604,Kian,Hunter,Abandoned Building,Glossy Black,Red,Urban Camo,Silver,,,Single,,Plasma Red,,,,,,,,,,Assassin,,,,,Equipped,,,95.0,71.0,60.0,71.0,88.0,67.0,100.0,76.0,79.0,51.0,62.0,60.0,72.0,65.0,85.0,85.0,0.0,0.0,66.0,,,,,,,,,,,,,,,
6605,Jameson,Civil,Workshop,Black,Grey,White,Yellow,Purple,Purple,Single,,Rusty,,,,,,,,,,Artisan,,,,,,Healer,,63.0,59.0,115.0,39.0,41.0,12.0,100.0,47.0,45.0,42.0,30.0,72.0,35.0,41.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
6606,Zgoul,Civil,Temple Ruins,White,White,White,Grey,Purple,Yellow,Single,,Rusty,,,,,,,,,,Blind charge,,,,,,Healer,,68.0,54.0,101.0,41.0,40.0,11.0,100.0,43.0,46.0,52.0,42.0,74.0,35.0,41.0,85.0,85.0,0.0,0.0,51.0,Dual,,,,,,,,,,,,,,
6607,Spaeth,Logistics,Brutalist,Grey,Grey,Grey,Rust,Orange,Yellow,,,,,,,,,,,,,Blind charge,,Equipped,,,,Starkware,,84.0,50.0,88.0,24.0,45.0,0.0,100.0,24.0,40.0,60.0,37.0,35.0,48.0,35.0,85.0,85.0,0.0,0.0,47.0,,,,,,,,,,,,,,,
6608,Crovriek,Jungle,Jungle,Green,Army Camo,Glossy Black,Glossy Black,Blue,Blue,,,,,,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Circus knives,Equipped,,,,,,,66.0,58.0,60.0,71.0,55.0,68.0,100.0,73.0,75.0,48.0,62.0,61.0,69.0,68.0,85.0,85.0,0.0,0.0,61.0,,,Mesh Swamp Green,,,,,,,,,,,,
6609,Aguinaga,Construction,Construction Site,Grey,Grey,Amber,,Orange,Yellow,,,,,,,,,,,,,Brickie,,,,,,Healer,,69.0,56.0,106.0,32.0,39.0,-1.0,100.0,41.0,42.0,41.0,34.0,69.0,35.0,40.0,85.0,85.0,0.0,0.0,49.0,Dual,,,,,,,,,,,,,,
6610,Erice,Defender,Laboratory,Sunset Stripe,Sunset Stripe,Sunset Stripe,Silver,Purple,Purple,Dual,Plasma Purple,Plasma Purple,Full,Mesh Light Purple,,,,Dual,EMP Kunai,EMP Kunai,Mesh Light Purple,Mortal faith,Equipped,,,,,Sunblock,,75.0,79.0,60.0,120.0,22.0,114.0,100.0,113.0,108.0,56.0,85.0,78.0,70.0,88.0,80.0,85.0,0.0,19.0,75.0,,,Mesh Light Purple,,,,,,,,,,,,
6611,Brodie,Sand,Desert,Amber,Amber,Tan,Desert Camo,Yellow,Orange,Single,Plasma Blue,,Full,Nylon Fabric Black Worn,,,,Single,,Black Tip Kunai,Nylon Fabric Black Worn,,,,,,,,,74.0,67.0,70.0,69.0,57.0,79.0,100.0,77.0,67.0,53.0,57.0,55.0,50.0,72.0,85.0,85.0,0.0,0.0,62.0,,,Nylon Fabric Black Worn,,,Single,,,Yellow,,,,,,
6612,Lorraine,Hunter,Cave,Carbon Black,Carbon Black,Glossy Black,Urban Camo,Blue,Red,,,,,,,,,,,,,,Equipped,,,,,,,88.0,67.0,60.0,70.0,87.0,88.0,100.0,84.0,71.0,53.0,61.0,56.0,74.0,73.0,85.0,85.0,0.0,0.0,67.0,,,Oil Splat Hybrid Metallic,Single,Equipped,Single,Green,,,,,,,,
6613,Salina,Construction,Construction Site,Amber,Grey,Rust,,Yellow,Yellow,,,,,,,,,,,,,Starkware,,Equipped,,,,,,84.0,61.0,95.0,29.0,45.0,0.0,100.0,43.0,43.0,55.0,36.0,49.0,48.0,40.0,85.0,85.0,0.0,0.0,50.0,Left,,,,,,,,,,,,,,
6614,Ivelis,Sand,Desert,Glossy Black,Tan,Tan,Desert Camo,Yellow,Blue,,,,Single,Nylon Fabric Black Worn,,,,Single,Black Tip Kunai,,,Shadow born,Equipped,,,,,,,66.0,60.0,67.0,55.0,65.0,67.0,100.0,67.0,60.0,46.0,51.0,51.0,60.0,68.0,85.0,85.0,0.0,0.0,59.0,,,Nylon Fabric Black Worn,,,Single,,,Blue,,,,,,
6615,Meldy,Police,Urban,Black,Dark Blue,Dark Blue,Carbon Grey,,Blue,Dual,Shiny,Plasma Blue,,,,,,,,,,Artisan,,,,,,Plasma burn,,75.0,69.0,87.0,65.0,46.0,52.0,100.0,64.0,60.0,48.0,45.0,65.0,42.0,54.0,85.0,85.0,0.0,0.0,58.0,Dual,,,,,,,,,,,,,,
6616,Clarence,Citizen,Alley,Urban Camo,Black,Carbon Grey,,,Orange,Dual,Shiny,Shiny,,,,,,,,,,Bills kill,,,,,,,,72.0,64.0,70.0,55.0,51.0,29.0,100.0,67.0,64.0,48.0,47.0,57.0,37.0,44.0,85.0,85.0,0.0,0.0,54.0,Right,,,,,,,,,,,,,,
6617,Willy,Construction,Construction Site,Grey,Rust,Rust,Rust,Orange,Yellow,,,,,,,,,,,,,Herd immunity,,Equipped,,,,Starkware,,82.0,66.0,105.0,28.0,47.0,-2.0,100.0,35.0,38.0,54.0,33.0,61.0,44.0,40.0,85.0,85.0,0.0,0.0,50.0,Dual,,,,,,,,,,,,,,
6618,Kubota,Civil,Temple Ruins,White,White,Yellow,Grey,,Yellow,Dual,Rusty,Rusty,,,,,,,,,,Healer,,,,,,Lore lover,,65.0,61.0,98.0,39.0,44.0,2.0,100.0,49.0,48.0,42.0,37.0,72.0,35.0,42.0,90.0,85.0,0.0,0.0,51.0,Right,,,,,,,,,,,,,,
6619,Warren,Jungle,Jungle,Glossy Black,Army Camo,Green,Glossy Black,Yellow,Yellow,,,,Single,Mesh Swamp Green,,,,,,,,Javelin,Equipped,,,,,,,66.0,60.0,64.0,69.0,52.0,79.0,100.0,91.0,92.0,53.0,61.0,61.0,62.0,68.0,85.0,85.0,0.0,0.0,64.0,,,Mesh Swamp Green,,,Dual,Green,,Green,,,,,,
6620,Jair,Jungle,Jungle,Glossy Black,Carbon Black,Army Camo,Army Camo,Green,Blue,Single,,Plasma Orange,Single,Mesh Swamp Green,,,,Single,Black Tip Kunai,,,Assassin,Equipped,,,,,Plasma burn,,83.0,68.0,62.0,70.0,71.0,76.0,100.0,75.0,91.0,51.0,61.0,60.0,78.0,72.0,85.0,85.0,0.0,0.0,66.0,,Circus knives,Mesh Swamp Green,,,,,,,,Shadow born,,,,
6621,Kothari,Citizen,Alley,Black,Urban Camo,Black,Black,Orange,,,,,,,,,,,,,,Healer,,,,,,,,61.0,58.0,71.0,48.0,51.0,29.0,100.0,49.0,49.0,44.0,50.0,75.0,35.0,40.0,85.0,85.0,0.0,0.0,52.0,Right,,,,,,,,,,,,,,
6622,Bloom,Sand,Desert,Desert Camo,Amber,Desert Camo,Desert Camo,Yellow,Orange,Dual,Plasma Yellow,Plasma Yellow,Single,Nylon Fabric Black Worn,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Plasma burn,Equipped,,,,,Shadow born,,80.0,72.0,66.0,83.0,65.0,78.0,100.0,88.0,78.0,61.0,64.0,63.0,70.0,83.0,85.0,85.0,0.0,0.0,68.0,,,Nylon Fabric Black Worn,,,,,,,,,,,,
6623,Vava,Construction,Construction Site,Amber,Amber,Rust,Amber,,,,,,,,,,,,,,,Brickie,,Equipped,,,,Healer,,85.0,61.0,96.0,36.0,52.0,-1.0,100.0,49.0,47.0,69.0,43.0,72.0,48.0,40.0,85.0,85.0,0.0,0.0,54.0,Left,Starkware,,,,,,,,,Jetburst,,,,
6624,Lene,Jungle,Jungle,Green,Green,Green,Green,Blue,Yellow,Dual,Plasma Blue,Plasma Blue,Full,Mesh Swamp Green,,,,Single,,Black Tip Kunai,Mesh Swamp Green,Dead eye,Equipped,,,,,Plasma burn,,81.0,74.0,63.0,76.0,50.0,82.0,100.0,91.0,97.0,54.0,58.0,56.0,68.0,77.0,85.0,85.0,0.0,0.0,67.0,,,Mesh Swamp Green,,,,,,,,,,,,
6625,Benoit,Citizen,Alley,Carbon Grey,Black,Carbon Grey,Carbon Grey,,Orange,Dual,Shiny,Shiny,,,,,,,,,,Healer,,,,,,Lore lover,,71.0,64.0,78.0,58.0,47.0,35.0,100.0,58.0,55.0,45.0,50.0,83.0,35.0,44.0,90.0,85.0,0.0,0.0,55.0,Dual,,,,,,,,,,,,,,
6626,Mamen,Logistics,Warehouse,Rust,Grey,Rust,Grey,Yellow,Yellow,,,,,,,,,,,,,,,,,,,,,59.0,50.0,86.0,24.0,41.0,-1.0,100.0,22.0,37.0,37.0,31.0,34.0,35.0,35.0,85.0,85.0,0.0,0.0,42.0,,,,,,,,,,,,,,,
6627,Hammer,Snow,Arctic,White,White,Snow Camo,White,Orange,Orange,,,,Single,Mesh Maroon,,,,Dual,Black Tip Kunai,Black Tip Kunai,,Circus knives,,,,,,,,67.0,59.0,68.0,59.0,49.0,62.0,100.0,62.0,60.0,46.0,53.0,53.0,69.0,67.0,85.0,85.0,0.0,0.0,58.0,,,Mesh Maroon,,,,,,,,,,,,
6628,Gitlin,Jungle,Jungle,Carbon Black,Green,Carbon Black,Glossy Black,Green,Green,Single,,Plasma Orange,,,,,,Single,,Black Tip Kunai,,Amazonian,,Equipped,,,,Plasma burn,,98.0,70.0,64.0,69.0,67.0,70.0,100.0,70.0,68.0,57.0,60.0,58.0,69.0,71.0,85.0,85.0,0.0,0.0,65.0,,Circus knives,,,,,,,,,Shadow born,,,,
